Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Aggr Start 1 Active (on/off),Aggr Start 2 Active (on/off),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv (�),Feedback Knock (�),Fine Knock Learn (�),Fuel Mode (mode),Gear Position (Gear),Ignition Timing (�),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),MAF Corr (g/s),MAF VE (%),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Throttle Pos (%),Wastegate Duty (%), AP Info:[AP3-SUB-004 v1.7.4.0-17408][2018 USDM WRX MT COBB Custom Features Gen1][Reflash: Stage1+BigSF 91 v350 HWG.ptm - Realtime: Stage1+BigSF 91 v350 HWG.ptm]
112.767,-1.56,17.97,13.71,off,off,-10.06,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,0.00,0.94,72,106,3.57,65.18,0.88,4.58,189,884,0.00,4.7,0.00,0
112.823,-1.56,17.97,13.75,off,off,-10.12,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,0.00,0.94,72,106,3.53,65.18,0.86,4.53,189,880,0.00,4.7,0.00,0
112.881,-1.56,17.97,13.81,off,off,-10.13,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,-0.50,0.75,72,106,3.47,65.18,0.90,4.52,189,875,0.00,4.7,0.00,0
112.939,-1.56,17.97,13.82,off,off,-10.15,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,0.00,0.74,72,106,3.44,65.17,0.94,4.50,189,870,0.00,4.7,0.00,0
112.997,-0.78,17.97,13.87,off,off,-10.14,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,0.50,0.74,72,106,3.40,65.16,0.94,4.51,189,862,0.00,4.7,0.00,0
113.078,-0.78,17.97,13.89,off,off,-10.15,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,1.00,0.73,72,106,3.39,65.16,0.94,4.50,189,858,0.00,4.7,0.00,0
113.144,-0.78,17.97,13.91,off,off,-10.14,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,1.00,0.73,72,106,3.40,65.15,0.92,4.51,189,857,0.00,4.7,0.00,0
113.187,-0.78,17.97,13.95,off,off,-10.13,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,1.50,0.73,72,106,3.40,65.15,0.90,4.52,189,857,0.00,4.7,0.00,0
113.248,-0.78,17.97,13.94,off,off,-10.13,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,1.50,0.73,72,106,3.40,65.15,0.94,4.52,189,857,0.00,4.7,0.00,0
113.315,-0.78,17.97,13.97,off,off,-10.12,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,1.50,0.73,72,106,3.40,65.15,0.94,4.53,189,856,0.00,4.7,0.00,0
113.371,-0.78,17.97,13.98,off,off,-10.12,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,1.50,0.73,72,106,3.39,65.15,0.90,4.53,189,855,0.00,4.7,0.00,0
113.430,-0.78,17.97,13.98,off,off,-10.11,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,1.50,0.73,72,106,3.39,65.14,0.90,4.54,189,852,0.00,4.7,0.00,0
113.495,-0.78,17.97,14.00,off,off,-10.11,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,2.00,0.73,72,106,3.37,65.13,0.92,4.54,189,850,0.00,4.7,0.00,0
113.550,-0.78,17.97,14.02,off,off,-10.11,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,2.00,0.73,72,106,3.36,65.13,0.90,4.54,189,848,0.00,4.7,0.00,0
113.614,-0.78,17.97,14.03,off,off,-10.11,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,2.50,0.72,72,106,3.36,65.12,0.90,4.54,189,846,0.00,4.7,0.00,0
113.672,-0.78,17.97,14.03,off,off,-10.12,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,2.50,0.72,72,106,3.35,65.13,0.88,4.53,189,844,0.00,4.7,0.00,0
113.727,-0.78,17.97,14.04,off,off,-10.12,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,2.50,0.72,72,106,3.33,65.12,0.86,4.53,189,841,0.00,4.7,0.00,0
113.794,-0.78,17.97,14.07,off,off,-10.12,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,3.00,0.72,72,106,3.32,65.12,0.90,4.53,189,840,0.00,4.7,0.00,0
113.849,0.00,17.97,14.05,off,off,-10.11,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,3.00,0.90,72,106,3.32,65.12,0.88,4.54,189,840,0.00,4.7,0.00,0
113.907,0.00,17.97,14.07,off,off,-10.12,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,3.00,0.90,72,106,3.32,65.12,0.90,4.53,189,841,0.00,4.7,0.00,0
113.988,0.00,17.97,14.09,off,off,-10.12,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,3.00,0.72,72,106,3.32,65.12,0.86,4.53,189,843,0.00,4.7,0.00,0
114.052,0.00,17.97,14.09,off,off,-10.12,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,3.00,0.72,72,106,3.30,65.12,0.88,4.53,189,843,0.00,4.7,0.00,0
114.105,0.00,17.97,14.11,off,off,-10.13,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,3.00,0.72,72,106,3.29,65.13,0.88,4.51,189,844,0.00,4.7,0.00,0
114.160,0.00,17.97,14.12,off,off,-10.15,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,3.00,0.72,72,106,3.27,65.13,0.92,4.50,189,841,0.00,4.7,0.00,0
114.218,0.00,17.97,14.13,off,off,-10.15,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,3.00,0.72,72,106,3.26,65.13,0.94,4.50,189,841,0.00,4.7,0.00,0
114.293,0.00,17.97,14.13,off,off,-10.15,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,3.00,0.71,72,106,3.24,65.12,0.92,4.50,189,836,0.00,4.7,0.00,0
114.337,0.00,17.97,14.12,off,off,-10.17,13.96,0.22,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,2.50,0.71,72,106,3.23,65.12,0.94,4.48,189,833,0.00,4.7,0.00,0
114.424,0.00,17.97,14.11,off,off,-10.15,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,3.00,0.89,72,106,3.21,65.11,0.94,4.50,189,829,0.00,4.7,0.00,0
114.481,0.00,17.97,14.14,off,off,-10.15,13.96,0.22,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,3.00,0.89,72,106,3.23,65.12,0.94,4.50,189,832,0.00,4.7,0.00,0
114.539,0.78,17.97,14.14,off,off,-10.14,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,3.00,0.71,72,106,3.24,65.12,0.94,4.51,189,834,0.00,4.7,0.00,0
114.604,0.78,17.97,14.14,off,off,-10.14,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,3.00,0.71,72,106,3.24,65.12,0.94,4.51,189,832,0.00,4.7,0.00,0
114.658,0.78,17.97,14.15,off,off,-10.13,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,3.00,0.71,72,106,3.24,65.11,0.96,4.52,189,831,0.00,4.7,0.00,0
114.718,0.78,17.97,14.16,off,off,-10.13,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,3.00,0.88,72,106,3.22,65.10,0.90,4.52,189,826,0.00,4.7,0.00,0
114.785,0.78,17.97,14.16,off,off,-10.14,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,3.50,0.88,72,106,3.23,65.11,0.88,4.51,189,826,0.00,4.7,0.00,0
114.840,0.78,17.97,14.17,off,off,-10.13,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,3.50,0.70,72,106,3.23,65.11,0.92,4.52,189,824,0.00,4.3,0.00,0
114.905,0.78,17.97,14.19,off,off,-10.14,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,3.50,0.70,72,106,3.23,65.10,0.94,4.51,189,822,0.00,4.7,0.00,0
114.961,0.78,17.97,14.19,off,off,-10.13,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,3.50,0.88,72,106,3.24,65.10,0.92,4.52,189,823,0.00,4.3,0.00,0
115.031,0.78,17.97,14.19,off,off,-10.13,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,3.50,0.87,72,106,3.23,65.09,0.92,4.52,189,819,0.00,4.3,0.00,0
115.085,0.78,17.97,14.19,off,off,-10.13,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,4.00,0.87,72,106,3.24,65.09,0.92,4.52,189,819,0.00,4.3,0.00,0
115.140,0.78,17.97,14.19,off,off,-10.13,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,4.00,0.87,72,106,3.24,65.09,0.90,4.52,189,816,0.00,4.3,0.00,0
115.203,0.78,17.97,14.21,off,off,-10.12,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,4.00,0.87,72,106,3.25,65.08,0.92,4.53,189,817,0.00,4.3,0.00,0
115.258,1.56,17.97,14.19,off,off,-10.13,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,4.00,0.87,72,106,3.26,65.09,0.92,4.52,189,818,0.00,4.3,0.00,0
115.326,1.56,17.97,14.20,off,off,-10.13,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,4.00,0.87,72,106,3.25,65.09,0.92,4.52,189,818,0.00,4.3,0.00,0
115.381,1.56,17.97,14.20,off,off,-10.13,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,4.00,0.87,72,106,3.26,65.10,0.92,4.52,189,823,0.00,4.3,0.00,0
115.445,1.56,17.97,14.17,off,off,-10.12,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,4.00,0.88,72,106,3.26,65.09,0.96,4.53,189,823,0.00,4.3,0.00,0
115.500,1.56,17.97,14.19,off,off,-10.14,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,3.50,0.88,72,106,3.26,65.10,0.94,4.51,189,824,0.00,4.3,0.00,0
115.557,1.56,17.97,14.17,off,off,-10.15,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,3.50,0.88,72,106,3.24,65.10,0.88,4.50,189,822,0.00,4.3,0.00,0
115.617,1.56,17.97,14.16,off,off,-10.15,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,3.50,0.87,72,106,3.23,65.10,0.88,4.50,189,818,0.00,4.3,0.00,0
115.683,1.56,17.97,14.14,off,off,-10.16,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,4.00,0.87,72,106,3.23,65.10,0.88,4.49,189,820,0.00,4.3,0.00,0
115.742,1.56,17.97,14.13,off,off,-10.17,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,4.00,0.87,72,106,3.21,65.10,0.88,4.48,189,816,0.00,4.3,0.00,0
115.801,1.56,17.97,14.13,off,off,-10.17,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,4.00,0.87,72,106,3.21,65.10,0.92,4.48,189,816,0.00,4.3,0.00,0
115.863,1.56,17.97,14.09,off,off,-10.17,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,4.00,0.87,72,106,3.21,65.10,0.92,4.48,189,815,0.00,4.3,0.00,0
115.918,1.56,17.97,14.09,off,off,-10.17,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,4.00,0.87,72,106,3.21,65.10,0.84,4.48,189,816,0.00,4.3,0.00,0
115.983,1.56,17.97,14.07,off,off,-10.17,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,4.00,0.87,72,106,3.23,65.10,0.88,4.48,189,819,0.00,4.3,0.00,0
116.038,1.56,17.97,14.06,off,off,-10.15,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,4.00,0.87,72,106,3.22,65.10,0.92,4.50,189,817,0.00,4.3,0.00,0
116.098,1.56,17.97,14.04,off,off,-10.18,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,4.00,0.87,72,106,3.23,65.11,0.92,4.47,189,819,0.00,4.3,0.00,0
116.158,1.56,17.97,14.01,off,off,-10.17,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,4.00,0.87,72,106,3.22,65.11,0.88,4.48,189,817,0.00,4.3,0.00,0
116.218,1.56,17.97,14.01,off,off,-10.18,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,4.00,0.87,72,106,3.21,65.10,0.90,4.47,189,814,0.00,4.3,0.00,0
116.285,1.56,17.97,13.98,off,off,-10.17,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,4.50,0.87,72,106,3.20,65.10,0.92,4.48,189,812,0.00,4.3,0.00,0
116.344,1.56,17.97,13.99,off,off,-10.16,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,4.50,0.86,72,106,3.19,65.09,0.90,4.49,189,808,0.00,4.3,0.00,0
116.402,1.56,17.97,13.98,off,off,-10.15,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.86,72,106,3.19,65.08,0.94,4.50,189,807,0.00,4.3,0.00,0
116.461,0.78,17.97,13.95,off,off,-10.15,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.86,72,106,3.19,65.08,0.92,4.50,189,805,0.00,4.3,0.00,0
116.525,0.78,17.97,13.95,off,off,-10.15,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.86,72,106,3.20,65.08,0.94,4.50,189,806,0.00,4.3,0.00,0
116.581,0.78,17.97,13.94,off,off,-10.15,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.86,72,106,3.23,65.09,0.94,4.50,189,811,0.00,4.3,0.00,0
116.637,0.78,17.97,13.93,off,off,-10.14,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,4.50,0.86,72,106,3.23,65.08,0.88,4.51,189,811,0.00,4.3,0.00,0
116.697,0.78,17.97,13.93,off,off,-10.15,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,4.50,0.87,72,106,3.24,65.09,0.86,4.50,189,814,0.00,4.3,0.00,0
116.766,0.78,17.97,13.89,off,off,-10.15,13.96,0.23,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.87,72,106,3.25,65.09,0.88,4.50,189,814,0.00,4.3,0.00,0
116.826,0.78,17.97,13.90,off,off,-10.17,13.96,0.23,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.87,72,106,3.25,65.10,0.90,4.48,189,816,0.00,4.3,0.00,0
116.882,0.78,17.97,13.90,off,off,-10.16,13.96,0.23,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,4.00,0.87,72,106,3.25,65.10,0.90,4.48,189,816,0.00,4.3,0.00,0
116.941,0.78,17.97,13.88,off,off,-10.18,13.96,0.23,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,4.00,0.87,72,106,3.23,65.10,0.86,4.47,189,811,0.00,4.3,0.00,0
116.998,0.78,17.97,13.88,off,off,-10.18,13.96,0.23,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.87,72,106,3.23,65.10,0.90,4.47,189,811,0.00,4.3,0.00,0
117.063,0.78,17.97,13.84,off,off,-10.19,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,4.50,0.86,72,106,3.22,65.10,0.86,4.46,189,808,0.00,4.3,0.00,0
117.122,0.78,17.97,13.86,off,off,-10.18,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.86,72,106,3.22,65.09,0.90,4.47,189,806,0.00,4.3,0.00,0
117.177,0.78,17.97,13.85,off,off,-10.18,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.86,72,106,3.22,65.09,0.94,4.47,189,805,0.00,4.3,0.00,0
117.245,0.00,17.97,13.82,off,off,-10.17,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.86,72,106,3.22,65.08,0.90,4.48,189,804,0.00,4.3,0.00,0
117.302,0.00,17.97,13.83,off,off,-10.17,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.86,72,106,3.23,65.09,0.92,4.48,189,808,0.00,4.3,0.00,0
117.366,0.00,17.97,13.78,off,off,-10.17,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.86,72,106,3.22,65.08,0.94,4.48,189,806,0.00,4.3,0.00,0
117.421,0.00,17.97,13.79,off,off,-10.18,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.86,72,106,3.23,65.09,0.92,4.47,189,807,0.00,4.3,0.00,0
117.478,0.00,17.97,13.78,off,off,-10.18,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.86,72,106,3.24,65.09,0.92,4.47,189,808,0.00,4.3,0.00,0
117.546,0.00,17.97,13.73,off,off,-10.17,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.86,72,106,3.23,65.09,0.94,4.48,189,807,0.00,4.3,0.00,0
117.603,0.00,17.97,13.76,off,off,-10.17,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.86,72,106,3.23,65.09,0.90,4.48,189,808,0.00,4.3,0.00,0
117.658,-0.78,17.97,13.71,off,off,-10.16,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.86,72,106,3.22,65.08,0.88,4.49,189,806,0.00,4.3,0.00,0
117.721,-0.78,17.97,13.71,off,off,-10.18,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.86,72,106,3.20,65.09,0.92,4.46,189,804,0.00,4.3,0.00,0
117.795,-0.78,17.97,13.71,off,off,-10.18,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.86,72,106,3.20,65.09,0.94,4.47,189,804,0.00,4.3,0.00,0
117.841,-0.78,17.97,13.67,off,off,-10.18,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.50,0.86,72,106,3.19,65.08,0.94,4.47,189,802,0.00,4.3,0.00,0
117.905,-0.78,17.97,13.69,off,off,-10.18,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.50,0.86,72,106,3.20,65.09,0.90,4.47,189,804,0.00,4.3,0.00,0
117.961,-0.78,17.97,13.66,off,off,-10.18,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.86,72,106,3.20,65.09,0.88,4.47,189,805,0.00,4.3,0.00,0
118.033,-0.78,17.97,13.65,off,off,-10.19,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.86,72,106,3.20,65.10,0.88,4.46,189,806,0.00,4.3,0.00,0
118.077,-1.56,17.97,13.66,off,off,-10.18,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.86,72,106,3.20,65.09,0.90,4.47,189,808,0.00,4.3,0.00,0
118.152,-1.56,17.97,13.63,off,off,-10.20,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.86,72,106,3.19,65.10,0.92,4.45,189,805,0.00,4.3,0.00,0
118.210,-1.56,17.97,13.66,off,off,-10.19,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.69,72,106,3.20,65.10,0.90,4.46,189,806,0.00,4.3,0.00,0
118.264,-1.56,17.97,13.63,off,off,-10.19,13.96,0.23,on,13.94,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.69,72,106,3.17,65.09,0.92,4.46,189,800,0.00,4.3,0.00,0
118.321,-1.56,17.97,13.63,off,off,-10.20,13.96,0.23,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.68,72,106,3.18,65.09,0.90,4.45,189,800,0.00,4.3,0.00,0
118.383,-1.56,17.97,13.65,off,off,-10.19,13.96,0.23,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.68,72,106,3.18,65.09,0.90,4.46,189,802,0.00,4.3,0.00,0
118.442,-1.56,17.97,13.61,off,off,-10.18,13.96,0.23,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.68,72,106,3.17,65.14,0.90,4.47,189,797,0.00,4.3,0.00,0
118.501,-2.34,17.97,13.64,off,off,-10.18,13.96,0.23,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.68,72,106,3.18,65.11,0.92,4.47,189,799,0.00,4.3,0.00,0
118.565,-2.34,17.97,13.61,off,off,-10.17,13.96,0.23,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.68,72,106,3.17,65.16,0.94,4.48,189,796,0.00,4.3,0.00,0
118.622,-2.34,17.97,13.59,off,off,-10.18,13.96,0.23,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.68,72,106,3.19,65.13,0.92,4.47,189,798,0.00,4.3,0.00,0
118.681,-2.34,17.97,13.63,off,off,-10.17,13.96,0.23,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.68,72,106,3.19,65.08,0.92,4.48,189,800,0.00,4.3,0.00,0
118.741,-2.34,17.97,13.60,off,off,-10.17,13.96,0.23,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.68,72,106,3.19,65.14,0.92,4.48,189,798,0.00,4.3,0.00,0
118.813,-2.34,17.97,13.65,off,off,-10.17,13.96,0.23,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.68,72,106,3.21,65.08,0.92,4.48,189,801,0.00,4.3,0.00,0
118.857,-2.34,17.97,13.62,off,off,-10.17,13.96,0.23,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.68,72,106,3.21,65.08,0.92,4.48,189,800,0.00,4.3,0.00,0
118.932,-2.34,17.97,13.62,off,off,-10.18,13.96,0.23,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.68,72,106,3.21,65.09,0.92,4.47,189,800,0.00,4.3,0.00,0
118.990,-3.12,17.97,13.66,off,off,-10.17,13.96,0.23,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.68,72,106,3.21,65.11,0.94,4.48,189,799,0.00,4.3,0.00,0
119.044,-3.12,17.97,13.64,off,off,-10.19,13.96,0.23,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.68,72,106,3.21,65.19,0.92,4.46,189,795,0.00,4.3,0.00,0
119.104,-3.12,17.97,13.67,off,off,-10.18,13.96,0.23,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.68,72,106,3.22,65.16,0.88,4.47,189,797,0.00,4.3,0.00,0
119.162,-3.12,17.97,13.68,off,off,-10.18,13.96,0.23,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.68,72,106,3.22,65.19,0.88,4.47,189,795,0.00,4.3,0.00,0
119.234,-3.12,17.97,13.67,off,off,-10.22,13.96,0.23,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,-6.00,0.68,72,106,3.15,65.26,0.86,4.43,189,793,0.00,3.5,0.00,0
119.277,-3.12,17.97,13.71,off,off,-10.27,13.96,0.23,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,-5.50,0.68,72,106,3.10,65.26,0.82,4.38,189,794,0.00,3.5,0.00,0
119.341,-3.12,17.97,13.70,off,off,-10.40,13.96,0.22,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,-5.50,0.67,72,106,3.04,65.48,0.84,4.25,189,789,0.00,3.5,0.00,0
119.398,-3.12,17.97,13.73,off,off,-10.48,13.96,0.22,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,-5.50,0.67,72,106,3.01,65.54,0.80,4.17,189,789,0.00,3.5,0.00,0
119.458,-3.12,17.97,13.73,off,off,-10.50,13.96,0.22,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,-5.00,0.67,72,106,2.98,65.71,0.78,4.15,189,785,0.00,3.5,0.00,0
119.533,-3.12,17.97,13.72,off,off,-10.54,13.96,0.22,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,-5.00,0.67,72,106,2.96,65.86,0.84,4.11,189,781,0.00,3.5,0.00,0
119.577,-3.12,17.97,13.74,off,off,-10.54,13.96,0.22,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,-5.00,0.67,72,106,2.95,65.80,0.86,4.11,189,783,0.00,3.9,0.00,0
119.642,-3.12,17.97,13.71,off,off,-10.53,13.96,0.22,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,-4.50,0.66,72,106,2.93,66.00,0.86,4.12,189,776,0.00,3.9,0.00,0
119.701,-3.12,17.97,13.74,off,off,-10.52,13.96,0.22,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,-4.50,0.66,72,106,2.93,66.11,0.84,4.13,189,771,0.00,3.9,0.00,0
119.761,-3.12,17.97,13.70,off,off,-10.52,13.96,0.22,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,-3.50,0.65,72,106,2.91,66.32,0.84,4.13,189,763,0.00,3.9,0.00,0
119.833,-3.12,17.97,13.73,off,off,-10.51,13.96,0.22,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,-3.00,0.65,72,106,2.91,66.43,0.86,4.14,189,758,0.00,3.9,0.00,0
119.878,-3.91,17.97,13.70,off,off,-10.48,13.96,0.22,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,-2.00,0.65,72,106,2.93,66.40,0.86,4.17,189,757,0.00,3.9,0.00,0
119.954,-3.91,17.97,13.72,off,off,-10.46,13.96,0.22,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,-2.00,0.65,72,106,2.94,66.33,0.86,4.19,189,758,0.00,3.9,0.00,0
119.998,-3.91,17.97,13.70,off,off,-10.44,13.96,0.22,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,-2.00,0.65,72,106,2.96,66.13,0.86,4.21,189,765,0.00,3.9,0.00,0
120.074,-3.91,17.97,13.69,off,off,-10.42,13.96,0.22,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,-2.00,0.65,72,106,2.97,66.01,0.90,4.23,189,769,0.00,3.9,0.00,0
120.118,-3.91,17.97,13.67,off,off,-10.44,13.96,0.22,on,13.94,194,1.000,0.00,0.00,0.00,1.0,0,-2.00,0.66,72,106,2.97,66.01,0.86,4.21,189,769,0.00,3.9,0.00,0
